id_participant,id_pan,distance,path
10,54,65210.27596265415,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (23, 8), (24, 8), (25, 8), (26, 8), (27, 8), (28, 8), (29, 8)]"
10,55,9278.026082545402,"[(0, 0), (1, 0), (2, 0), (3, 1), (4, 2), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3)]"
10,56,17443.750991092063,"[(0, 0), (1, 1), (2, 2), (3, 2), (4, 2), (5, 2), (6, 2), (7, 3), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4)]"
10,57,4910.339947129134,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3)]"
10,58,4646.063780275523,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4)]"
10,59,18957.570184947806,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 11), (13, 11), (14, 11), (15, 11), (16, 11), (17, 11), (18, 11), (19, 11), (20, 11), (21, 11), (22, 11), (23, 11), (24, 11), (25, 11), (26, 11), (27, 11), (28, 11), (29, 11), (30, 11), (31, 11)]"
10,60,44836.953726096544,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16), (17, 17), (18, 18), (19, 19), (20, 20), (21, 21), (22, 22), (23, 23), (24, 24), (25, 25), (26, 26), (27, 27), (28, 28), (29, 29), (30, 30), (31, 31), (32, 32), (33, 33), (34, 34), (35, 35), (36, 36), (37, 37), (38, 38), (39, 38), (40, 38), (41, 38), (42, 38), (43, 38), (44, 38), (45, 38), (46, 38), (47, 39), (48, 40), (49, 41), (50, 42), (51, 43), (52, 44), (53, 45), (54, 46), (55, 47), (56, 48), (57, 49), (58, 50), (59, 51), (60, 51), (61, 51), (62, 51), (63, 51), (64, 51), (65, 51), (66, 51), (67, 51), (68, 51), (69, 51), (70, 51), (71, 51), (72, 51), (73, 51), (74, 51), (75, 51), (76, 51), (77, 51), (78, 51), (79, 51), (80, 51), (81, 51), (82, 51), (83, 51), (84, 51), (85, 51), (86, 51), (87, 51), (88, 51), (89, 51), (90, 51), (91, 51), (92, 51), (93, 51), (94, 51), (95, 51), (96, 51), (97, 51), (98, 51), (99, 51), (100, 51), (101, 51), (102, 51), (103, 51), (104, 51)]"
10,61,26120.87626222649,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16), (17, 16), (18, 16), (19, 16), (20, 16), (21, 16), (22, 17), (23, 18), (24, 19), (25, 20), (26, 21), (27, 22), (28, 23), (29, 24), (30, 25), (31, 26), (32, 27), (33, 28), (34, 29), (35, 30), (36, 31), (37, 31), (38, 31), (39, 31), (40, 31), (41, 32), (42, 33), (43, 34), (44, 35), (45, 36), (46, 37), (47, 37), (48, 37), (49, 37), (50, 37), (51, 37), (52, 38), (53, 38), (54, 38), (55, 38), (56, 38), (57, 38), (58, 38), (59, 38), (60, 38), (61, 38), (62, 38), (63, 38), (64, 39), (65, 39), (66, 39), (67, 39), (68, 39), (69, 39), (70, 39), (71, 39), (72, 39), (73, 39), (74, 39), (75, 39), (76, 39), (77, 39), (78, 39), (79, 39), (80, 39), (81, 39), (82, 39), (83, 39), (84, 39), (85, 39), (86, 39), (87, 39), (88, 39), (89, 39)]"
11,0,128403.98169115913,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 4), (6, 5), (7, 5), (8, 6), (9, 7), (10, 8), (11, 9), (12, 10), (13, 10), (14, 10), (15, 10), (16, 10), (17, 10), (18, 11), (19, 12), (20, 13), (21, 13), (22, 13), (23, 13), (24, 13), (25, 14), (26, 15), (27, 15), (28, 15), (29, 15), (30, 15), (31, 15), (32, 15), (33, 15), (34, 15), (35, 15), (36, 15), (37, 15), (38, 15), (39, 15), (40, 15), (41, 15), (42, 15), (43, 15), (44, 15), (45, 15), (46, 16), (47, 17), (48, 18), (49, 19), (50, 20), (51, 20), (52, 20), (53, 20), (54, 20), (55, 20), (56, 20), (57, 20), (58, 20), (59, 20), (60, 21), (61, 22), (62, 23), (63, 24), (64, 25)]"
11,1,100909.72659670928,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 1), (7, 2), (8, 3), (9, 4), (10, 5), (11, 6), (12, 7), (13, 8), (14, 9), (15, 9), (16, 9), (17, 9), (18, 9), (19, 9), (20, 9), (21, 9), (22, 9), (23, 9), (24, 9), (25, 9), (26, 9), (27, 9)]"
11,2,44862.35817959858,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 5), (7, 5), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (20, 6), (21, 6), (22, 6), (23, 6), (24, 6), (25, 6), (26, 6), (27, 6), (28, 6), (29, 6), (30, 6), (31, 7), (32, 8), (33, 9), (34, 10), (35, 11), (36, 12), (37, 13), (38, 14), (39, 15), (40, 16), (41, 17), (42, 18), (43, 18), (44, 18), (45, 18), (46, 18), (47, 18), (48, 18)]"
11,3,6400.670688755112,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0)]"
11,4,20151.68066378619,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (11, 5), (12, 5), (13, 5), (14, 5), (15, 5), (16, 5), (17, 5), (18, 5)]"
11,5,9985.229708213126,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 1), (14, 2), (15, 3), (16, 4), (17, 5), (18, 6), (19, 7), (20, 8), (21, 9), (22, 10), (23, 11), (24, 12), (25, 13), (26, 14), (27, 14), (28, 14), (29, 14), (30, 14), (31, 14), (32, 14), (33, 14), (34, 14), (35, 14), (36, 14), (37, 14)]"
11,6,64157.587889141374,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (20, 6), (21, 6), (22, 6), (23, 6), (24, 6)]"
11,7,56863.8602774693,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (20, 6), (21, 6), (22, 6), (23, 6), (24, 6), (25, 6), (26, 6), (27, 6), (28, 6), (29, 6), (30, 6), (31, 6), (32, 6), (33, 6), (34, 6), (35, 7), (36, 8), (37, 9), (38, 10), (39, 11), (40, 12), (41, 13), (42, 14), (43, 15), (44, 16), (45, 17), (46, 18), (47, 19), (48, 20), (49, 21), (50, 22)]"
11,8,336401.9768286216,"[(0, 0), (1, 1), (1, 2), (1, 3), (2, 4), (3, 5), (4, 6), (5, 7), (5, 8), (5, 9), (5, 10), (6, 11), (7, 12), (8, 13), (9, 14), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (15, 14), (16, 14), (17, 14), (18, 14), (19, 14), (20, 14), (21, 14), (22, 14), (23, 14), (24, 14), (25, 15), (26, 16), (27, 17), (28, 18), (29, 19), (30, 20), (31, 21), (32, 22), (33, 23), (34, 24), (35, 24), (36, 24), (37, 24), (38, 24), (39, 24), (40, 24), (41, 24), (42, 24), (43, 24), (44, 24), (45, 24), (46, 25), (47, 25), (48, 25), (49, 25), (50, 25), (51, 25), (52, 25), (53, 25), (54, 25), (55, 26), (56, 27), (57, 28), (58, 29), (59, 30), (60, 31), (61, 32), (62, 33), (63, 34), (64, 34), (65, 34), (66, 34), (67, 34), (68, 34), (69, 34), (70, 34), (71, 34), (72, 34), (73, 34), (74, 34), (75, 34), (76, 34), (77, 34), (78, 34), (79, 34), (80, 34)]"
11,9,887442.6420966953,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16), (17, 16), (18, 16), (19, 16), (20, 16), (21, 16), (22, 16), (23, 16), (24, 16), (25, 17), (26, 18), (27, 19), (28, 20), (29, 21), (30, 22), (31, 23), (32, 24), (33, 24), (34, 24), (35, 25), (36, 26), (37, 26), (38, 26), (39, 26), (40, 26), (41, 26), (42, 27), (43, 28), (44, 29), (45, 30), (46, 31), (47, 32), (48, 33), (49, 34), (50, 35), (51, 36), (52, 37), (53, 38), (54, 39), (55, 40), (56, 41), (57, 42), (58, 43), (59, 44), (60, 45), (61, 46), (62, 47), (63, 48), (64, 49), (65, 50), (66, 50), (67, 50), (68, 51), (69, 51), (70, 51), (71, 52), (72, 53), (73, 54), (74, 55), (75, 56), (76, 57), (77, 58), (78, 58), (79, 58), (80, 58), (81, 58), (82, 58), (83, 58), (84, 58), (85, 58), (86, 59), (87, 60), (88, 61), (89, 62), (90, 63), (91, 64), (92, 65), (93, 66), (94, 66), (95, 66), (96, 66), (97, 66), (98, 66), (99, 66), (100, 66), (101, 66), (102, 66), (103, 66), (104, 66), (105, 66), (106, 66), (107, 67), (108, 67), (109, 67), (110, 67), (111, 67), (112, 67), (113, 67), (114, 67), (115, 67), (116, 67), (117, 67), (118, 68), (119, 69), (120, 70), (121, 71), (122, 72), (123, 73), (124, 74), (125, 75), (126, 76), (127, 77), (128, 77), (129, 77), (130, 77), (131, 77), (132, 77), (133, 77), (134, 77), (135, 77), (136, 77), (137, 77), (138, 77), (139, 77), (140, 77), (141, 77), (142, 77), (143, 77), (144, 77), (145, 78), (146, 79), (147, 80), (148, 81), (149, 81), (150, 81), (151, 81), (152, 81), (153, 81), (154, 81), (155, 81), (156, 81), (157, 81), (158, 81), (159, 81), (160, 81), (161, 81), (162, 81), (163, 81), (164, 81), (165, 81), (166, 81), (167, 81), (168, 81), (169, 81), (170, 81), (171, 81), (172, 81), (173, 82), (174, 83), (175, 84), (176, 85), (177, 86), (178, 87), (179, 88), (180, 89), (181, 90), (182, 91), (183, 92), (184, 92), (185, 92), (186, 92), (187, 92), (188, 92), (189, 92), (190, 92), (191, 92), (192, 92), (193, 92), (194, 92), (195, 93), (196, 94), (197, 95), (198, 96), (199, 97), (200, 98), (201, 99), (202, 100), (203, 101), (204, 102), (205, 103), (206, 104), (207, 105), (208, 106), (209, 107), (210, 108), (211, 108), (212, 108), (213, 108), (214, 108), (215, 108), (216, 108), (217, 109), (218, 109), (219, 109), (220, 109), (221, 109), (222, 109), (223, 109), (224, 109), (225, 109), (226, 109)]"
11,10,83160.95150956209,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 1), (5, 2), (5, 3), (5, 4), (5, 5), (5, 6), (5, 7), (6, 8), (7, 9), (8, 9), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (15, 10), (16, 10), (17, 10), (18, 11), (19, 12), (20, 13), (21, 14), (22, 15), (23, 16), (24, 17), (25, 18), (26, 18), (27, 19), (28, 19), (29, 19), (30, 19), (31, 19), (32, 19), (33, 19), (34, 19), (35, 19), (36, 19), (37, 19), (38, 19), (39, 20), (40, 21), (41, 22), (42, 23), (43, 24), (44, 25), (45, 26), (46, 27), (47, 28), (48, 29), (49, 29), (50, 29), (51, 29), (52, 29), (53, 29), (54, 29), (55, 29), (56, 29), (57, 29), (58, 29), (59, 29), (60, 29), (61, 29), (62, 29), (63, 29), (64, 29), (65, 29), (66, 29), (67, 29), (68, 29), (69, 29), (70, 30), (71, 30), (72, 30), (73, 30), (74, 30), (75, 30), (76, 30)]"
11,11,17092.637630132376,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 1), (11, 2)]"
11,12,48969.34503308439,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (4, 5), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (20, 6), (21, 6), (22, 6), (23, 6)]"
11,14,35589.99623367761,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16), (17, 17), (18, 18), (19, 19), (20, 20), (21, 21), (22, 22), (23, 23), (24, 24), (25, 25), (26, 26), (27, 27), (28, 28), (29, 29), (30, 30), (31, 31), (32, 32), (33, 32), (34, 32), (35, 32), (36, 32), (37, 32), (38, 33), (39, 34), (40, 35), (41, 36), (42, 37), (43, 38), (44, 39), (45, 40), (46, 41), (47, 42), (48, 43), (49, 43), (50, 43), (51, 43), (52, 43), (53, 43), (54, 43), (55, 43), (56, 43), (57, 43), (58, 43), (59, 43), (60, 43), (61, 43), (62, 43), (63, 43), (64, 43), (65, 43), (66, 43)]"
11,15,5540.969491573982,"[(0, 0), (1, 1), (2, 1), (3, 2), (4, 2), (5, 2), (6, 2), (7, 3), (8, 4), (9, 5), (10, 6), (11, 7), (12, 8), (13, 9), (14, 10), (15, 11), (16, 12), (17, 13), (18, 13), (19, 13), (20, 13), (21, 13), (22, 13), (23, 13), (24, 13), (25, 13), (26, 13), (27, 13), (28, 13), (29, 13), (30, 13), (31, 13), (32, 13), (33, 13), (34, 13), (35, 13)]"
11,16,210699.22351167182,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (15, 10), (16, 10), (17, 10), (18, 10), (19, 10), (20, 10), (21, 10), (22, 10), (23, 10), (24, 10), (25, 10), (26, 10), (27, 10), (28, 10), (29, 10)]"
11,17,34178.73990331177,"[(0, 0), (0, 1), (1, 2), (1, 3), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9), (8, 10), (9, 11), (10, 11), (11, 11), (12, 11), (13, 11), (14, 11), (15, 11), (16, 11), (17, 11), (18, 11), (19, 11), (20, 11), (21, 11), (22, 11), (23, 11), (24, 11), (25, 11), (26, 11), (27, 11)]"
11,18,252432.02337076783,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 9), (11, 9), (12, 9), (13, 9), (14, 9), (15, 9), (16, 9), (17, 9), (18, 9), (19, 9)]"
11,19,103506.85199975953,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7), (13, 8), (14, 8), (15, 8), (16, 8), (17, 9), (18, 9), (19, 9), (20, 10), (21, 11), (21, 12), (21, 13), (21, 14), (21, 15), (22, 16), (23, 17), (24, 18), (25, 18), (26, 18), (27, 19), (28, 20), (29, 21), (30, 22), (31, 23), (32, 24), (33, 25), (34, 26), (35, 27), (36, 28), (37, 29), (38, 30), (39, 30), (40, 30), (41, 30), (42, 30), (43, 30), (44, 30), (45, 30), (46, 30), (47, 30), (48, 30), (49, 30), (50, 30), (51, 30), (52, 30), (53, 30), (54, 30), (55, 30), (56, 30), (57, 30), (58, 30), (59, 30), (60, 30), (61, 30), (62, 30), (63, 30), (64, 30), (65, 30), (66, 30), (67, 30), (68, 30), (69, 30)]"
11,20,157642.4549563525,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16), (17, 17), (18, 18), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (24, 19), (25, 19), (26, 19), (27, 19), (28, 19), (29, 19), (30, 19), (31, 19), (32, 19), (33, 19), (34, 19), (35, 19), (36, 19), (37, 19), (38, 19), (39, 19), (40, 19), (41, 20), (42, 21), (43, 22), (44, 23), (45, 24), (46, 25), (47, 26), (48, 27), (49, 28), (50, 29), (51, 30), (52, 31), (53, 32), (54, 33), (55, 34), (56, 35), (57, 36), (58, 37), (59, 38), (60, 39), (61, 40), (62, 41), (63, 42), (64, 43), (65, 44), (66, 44), (67, 44), (68, 44), (69, 44), (70, 44), (71, 44), (72, 44), (73, 44), (74, 44), (75, 44), (76, 44), (77, 44), (78, 44), (79, 44), (80, 44), (81, 44), (82, 44), (83, 44), (84, 44), (85, 44), (86, 44), (87, 44), (88, 44), (89, 44), (90, 44), (91, 44), (92, 44), (93, 44), (94, 44), (95, 44), (96, 44), (97, 44), (98, 44), (99, 44), (100, 44), (101, 44), (102, 44), (103, 44), (104, 44), (105, 45), (106, 46), (107, 47), (108, 48), (109, 49), (110, 50), (111, 51), (112, 52), (113, 52), (114, 52), (115, 52), (116, 52), (117, 52), (118, 52), (119, 52)]"
11,21,5864.946093508537,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 4), (13, 5), (14, 5), (15, 5), (16, 5), (17, 5), (18, 6), (19, 7), (20, 7), (21, 7), (22, 7), (23, 7), (24, 8)]"
11,22,11640.136783405265,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4)]"
11,23,3892.2785190385184,"[(0, 0), (1, 1), (2, 2), (3, 2), (4, 2), (5, 2), (6, 2)]"
11,24,25447.343769275933,"[(0, 0), (1, 0), (2, 1), (3, 1), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2)]"
11,25,55869.0873487771,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (11, 5), (12, 5), (13, 5), (14, 5), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (20, 6), (21, 6), (22, 7), (23, 8), (24, 9), (25, 10), (26, 11), (27, 12), (28, 13), (29, 14), (30, 15), (31, 16), (32, 17), (33, 18), (34, 19), (35, 20), (36, 21), (37, 21), (38, 21), (39, 21), (40, 21), (41, 21), (42, 21), (43, 21), (44, 21), (45, 21), (46, 21), (47, 21), (48, 21), (49, 21), (50, 21), (51, 21), (52, 21), (53, 21), (54, 21), (55, 21), (56, 21), (57, 21), (58, 21), (59, 21), (60, 21), (61, 21), (62, 22), (63, 23), (64, 24), (65, 25)]"
11,26,81412.42028674425,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7), (13, 7), (14, 7), (15, 7), (16, 7), (17, 7), (18, 7), (19, 7), (20, 7), (21, 7), (22, 8), (23, 9), (24, 9), (25, 10), (26, 11), (27, 12), (28, 12), (29, 13), (30, 14), (31, 15), (32, 16), (33, 17), (34, 18), (35, 19), (36, 20), (37, 20), (38, 20), (39, 20), (40, 20), (41, 20), (42, 20), (43, 20), (44, 20), (45, 20), (46, 20), (47, 20), (48, 20)]"
11,27,8330.59550988645,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (4, 5), (4, 6), (5, 7), (6, 8), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (23, 8)]"
11,28,15620.367821437365,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7), (13, 7), (14, 7), (15, 7), (16, 7), (17, 7), (18, 7), (19, 7), (20, 7), (21, 7), (22, 7), (23, 7), (24, 7)]"
11,29,1593.8934723745915,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3)]"
11,30,8768.125325885077,"[(0, 0), (1, 0), (2, 1), (3, 2), (4, 3), (5, 4), (6, 5), (7, 6), (8, 7), (9, 8), (10, 9), (11, 10), (12, 11), (13, 12), (14, 13), (15, 14), (16, 15), (17, 16), (18, 17), (19, 17), (20, 17), (21, 17), (22, 17), (23, 17), (24, 17), (25, 17), (26, 17), (27, 17), (28, 17), (29, 17), (30, 18), (31, 19), (32, 20), (33, 21), (34, 22), (35, 23), (36, 24), (37, 25), (38, 26), (39, 27), (40, 27), (41, 27), (42, 27), (43, 27), (44, 27), (45, 27), (46, 27), (47, 27), (48, 27), (49, 27), (50, 27), (51, 28), (52, 29), (53, 29), (54, 29), (55, 29), (56, 29), (57, 29), (58, 29), (59, 29), (60, 29), (61, 29), (62, 29), (63, 29), (64, 29), (65, 29), (66, 29), (67, 29), (68, 29), (69, 29), (70, 29), (71, 29), (72, 29)]"
11,31,5132.03009777749,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 13), (15, 13), (16, 13), (17, 13), (18, 13), (19, 13), (20, 13), (21, 13), (22, 13), (23, 13), (24, 13), (25, 13), (26, 13), (27, 13), (28, 13), (29, 13), (30, 13), (31, 13), (32, 13), (33, 13), (34, 13), (35, 14), (36, 15), (37, 15), (38, 15), (39, 15)]"
11,32,17244.07760991901,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3)]"
11,33,17740.866175407195,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 1), (15, 2), (16, 3)]"
11,34,6839.54649349465,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (11, 5), (12, 5), (13, 5), (14, 5), (15, 5), (16, 5), (17, 5)]"
11,35,12737.349078727653,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 1), (9, 2), (10, 3), (11, 4), (12, 5), (13, 6), (14, 7), (15, 8), (16, 9), (17, 10), (18, 11), (19, 12), (20, 13), (21, 14), (22, 15), (23, 16), (24, 17), (25, 18), (26, 18), (27, 19), (28, 20), (29, 21), (30, 22), (31, 23), (32, 24), (33, 25), (34, 26), (35, 27), (36, 27), (37, 27), (38, 27), (39, 27), (40, 27), (41, 27), (42, 28), (43, 29), (44, 30), (45, 31), (46, 32), (47, 33), (48, 33), (49, 33), (50, 33), (51, 33), (52, 33), (53, 33), (54, 33), (55, 33), (56, 33), (57, 33), (58, 33), (59, 33), (60, 33), (61, 33), (62, 33), (63, 33), (64, 33), (65, 33), (66, 33), (67, 33), (68, 33), (69, 33)]"
11,36,2357.8198107226053,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0)]"
11,37,45813.1471833745,"[(0, 0), (1, 0), (2, 1), (2, 2), (2, 3), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9), (8, 10), (9, 11), (10, 12), (11, 13), (12, 14), (13, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (14, 23), (14, 24), (15, 25), (16, 26), (17, 27), (18, 28), (19, 29), (20, 30), (21, 31), (22, 32), (23, 33), (24, 34), (25, 35), (26, 36), (27, 37), (28, 38), (29, 39), (30, 40), (31, 41), (32, 41), (33, 41), (34, 41), (35, 41), (36, 41), (37, 41), (38, 41), (39, 41), (40, 41), (41, 41), (42, 41), (43, 41), (44, 41), (45, 41), (46, 41), (47, 41), (48, 41), (49, 41), (50, 41), (51, 41), (52, 41), (53, 41), (54, 41), (55, 41), (56, 41), (57, 41), (58, 41), (59, 41), (60, 41), (61, 41), (62, 41), (63, 41), (64, 41), (65, 42), (66, 43), (67, 44), (68, 45), (69, 46), (70, 47), (71, 48), (72, 49), (73, 50), (74, 51), (75, 51), (76, 51), (77, 51), (78, 51), (79, 51), (80, 51), (81, 51), (82, 51), (83, 51), (84, 51), (85, 51), (86, 51), (87, 52), (88, 53), (89, 53), (90, 53), (91, 53), (92, 53), (93, 53), (94, 53), (95, 53), (96, 53), (97, 53), (98, 54), (99, 55), (100, 56), (101, 57), (102, 58), (103, 59), (104, 60), (105, 61), (106, 62), (107, 63), (108, 64), (108, 65), (108, 66), (109, 67), (110, 67), (111, 67), (112, 67), (113, 67), (114, 67), (115, 67), (116, 67), (117, 67), (118, 67), (119, 67), (120, 67), (121, 67), (122, 67), (123, 68), (124, 69), (125, 70), (126, 71), (127, 72), (128, 72), (129, 72), (130, 72), (131, 72), (132, 72), (133, 73), (134, 74), (135, 75), (136, 75), (137, 75), (138, 75), (139, 75), (140, 75), (141, 75), (142, 75)]"
11,38,1283.725535080419,"[(0, 0), (1, 1), (2, 1), (3, 1), (4, 1), (5, 2), (6, 2)]"
11,39,2875.3556979061104,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 1), (6, 2)]"
11,40,3241.7514115837403,"[(0, 0), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1)]"
12,0,1558.0503260259575,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (20, 6), (21, 6), (22, 6), (23, 6), (24, 6), (25, 6)]"
12,1,2759.2957402665634,"[(0, 0), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1)]"
12,2,142367.2787977923,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 5), (7, 5), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6)]"
12,3,855381.3805210491,"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16), (17, 17), (18, 18), (19, 19), (20, 20), (21, 20), (22, 20), (23, 20), (24, 20), (25, 20), (26, 20), (27, 20), (28, 20), (29, 20), (30, 20), (31, 20), (32, 20), (33, 20), (34, 20), (35, 20), (36, 20), (37, 20), (38, 20), (39, 20), (40, 20), (41, 20), (42, 20), (43, 20), (44, 20)]"
